x,y,label
90.09945159795046,17.873913085021393,1
93.89597984451207,22.274712581933606,1
97.69250809107368,26.67551207884582,1
101.48903633763528,31.076311575758034,1
105.28556458419689,35.47711107267024,1
109.08209283075848,39.877910569582454,1
112.87862107732009,44.27871006649467,1
116.6751493238817,48.67950956340688,1
120.4716775704433,53.080309060319095,1
124.26820581700491,57.4811085572313,1
128.0647340635665,61.88190805414352,1
131.86126231012813,66.28270755105574,1
135.65779055668972,70.68350704796795,1
139.45431880325134,75.08430654488015,1
143.25084704981293,79.48510604179238,1
147.04737529637453,83.88590553870458,1
150.84390354293615,88.28670503561679,1
154.64043178949777,92.687504532529,1
158.43696003605936,97.08830402944122,1
162.23348828262095,101.48910352635343,1
166.03001652918255,105.88990302326565,1
169.82654477574417,110.29070252017786,1
173.6230730223058,114.69150201709007,1
177.41960126886738,119.09230151400229,2
177.41960126886738,119.09230151400229,1
175.9750904986088,119.53569297785518,1
174.53057972835023,119.97908444170807,1
173.08606895809163,120.42247590556096,1
171.64155818783306,120.86586736941385,1
170.19704741757448,121.30925883326674,1
168.75253664731588,121.75265029711963,1
167.30802587705733,122.19604176097252,1
165.86351510679873,122.63943322482538,1
164.41900433654016,123.08282468867827,1
162.97449356628158,123.52621615253119,1
161.52998279602298,123.96960761638405,1
160.0854720257644,124.41299908023694,1
158.64096125550583,124.85639054408983,1
157.19645048524723,125.29978200794272,1
155.75193971498868,125.74317347179559,1
154.30742894473008,126.18656493564848,1
152.86291817447147,126.62995639950137,1
151.41840740421293,127.07334786335429,1
149.97389663395433,127.51673932720715,1
148.52938586369575,127.96013079106004,1
147.08487509343718,128.40352225491293,1
145.6403643231786,128.84691371876582,1
144.19585355292003,129.2903051826187,1
142.75134278266142,129.73369664647157,1
141.30683201240285,130.1770881103245,1
139.86232124214428,130.62047957417738,1
138.41781047188567,131.06387103803024,1
136.9732997016271,131.50726250188313,1
135.52878893136852,131.95065396573602,1
134.08427816110995,132.3940454295889,1
132.63976739085135,132.8374368934418,1
131.19525662059277,133.2808283572947,1
129.75074585033417,133.72421982114759,1
128.3062350800756,134.16761128500048,1
126.86172430981702,134.61100274885337,1
125.41721353955845,135.05439421270623,1
123.97270276929986,135.49778567655915,1
122.52819199904128,135.94117714041204,1
121.0836812287827,136.3845686042649,1
119.63917045852412,136.8279600681178,1
118.19465968826553,137.27135153197068,1
116.75014891800696,137.71474299582357,1
115.30563814774838,138.1581344596765,1
113.8611273774898,138.60152592352935,1
112.4166166072312,139.04491738738224,1
110.97210583697263,139.48830885123513,1
109.52759506671404,139.93170031508802,1
108.08308429645547,140.3750917789409,1
106.6385735261969,140.8184832427938,1
105.1940627559383,141.2618747066467,2
105.1940627559383,141.2618747066467,1
103.25361498547349,139.01257718600266,1
101.31316721500866,136.76327966535865,1
99.37271944454385,134.51398214471462,1
97.43227167407902,132.2646846240706,1
95.49182390361419,130.01538710342658,1
93.55137613314939,127.76608958278257,1
91.61092836268456,125.51679206213853,1
89.67048059221973,123.26749454149453,1
87.73003282175492,121.0181970208505,1
85.7895850512901,118.76889950020649,1
83.84913728082529,116.51960197956248,1
81.90868951036046,114.27030445891845,1
79.96824173989563,112.02100693827441,1
78.02779396943082,109.7717094176304,1
76.08734619896599,107.52241189698637,1
74.14689842850117,105.27311437634236,1
72.20645065803636,103.02381685569836,1
70.26600288757153,100.77451933505432,1
68.32555511710672,98.52522181441029,1
66.3851073466419,96.27592429376628,1
64.44465957617707,94.02662677312225,1
62.50421180571225,91.77732925247824,1
60.56376403524743,89.5280317318342,1
58.623316264782616,87.2787342111902,1
56.682868494317795,85.02943669054619,1
54.742420723852966,82.78013916990216,1
52.80197295338815,80.53084164925815,1
50.86152518292334,78.28154412861412,1
48.92107741245851,76.0322466079701,1
46.98062964199369,73.78294908732607,1
45.04018187152887,71.53365156668207,1
43.09973410106405,69.28435404603803,1
41.15928633059923,67.03505652539403,1
39.218838560134415,64.78575900475,1
37.278390789669594,62.536461484105985,1
35.337943019204765,60.28716396346196,1
33.39749524873994,58.037866442817936,1
31.45704747827513,55.78856892217392,1
29.516599707810308,53.5392714015299,1
27.576151937345486,51.289973880885874,1
25.63570416688067,49.04067636024187,1
23.695256396415843,46.79137883959784,1
21.75480862595103,44.54208131895382,1
19.8143608554862,42.2927837983098,1
17.873913085021385,40.04348627766578,2
17.873913085021385,40.04348627766578,1
19.290100114686666,39.60878876408452,1
20.706287144351933,39.17409125050327,1
22.122474174017213,38.739393736922,1
23.53866120368248,38.304696223340734,1
24.954848233347775,37.86999870975947,1
26.37103526301304,37.435301196178216,1
27.787222292678315,37.000603682596946,1
29.203409322343596,36.56590616901568,1
30.619596352008877,36.13120865543442,1
32.03578338167414,35.696511141853165,1
33.451970411339424,35.261813628271895,1
34.868157441004705,34.82711611469063,1
36.28434447066998,34.39241860110937,1
37.70053150033525,33.95772108752811,1
39.11671853000053,33.523023573946844,1
40.53290555966581,33.08832606036558,1
41.94909258933108,32.65362854678432,1
43.36527961899635,32.21893103320306,1
44.781466648661635,31.784233519621797,1
46.1976536783269,31.349536006040534,1
47.61384070799218,30.914838492459268,1
49.030027737657456,30.480140978878005,1
50.44621476732273,30.04544346529675,1
51.86240179698801,29.61074595171548,1
53.27858882665329,29.176048438134217,1
54.69477585631856,28.74135092455296,1
56.11096288598384,28.306653410971695,1
57.52714991564912,27.871955897390432,1
58.943336945314385,27.437258383809173,1
60.359523974979666,27.002560870227907,1
61.77571100464494,26.567863356646647,1
63.19189803431022,26.133165843065385,1
64.6080850639755,25.698468329484122,1
66.02427209364077,25.263770815902856,1
67.44045912330606,24.829073302321596,1
68.85664615297132,24.394375788740334,1
70.27283318263659,23.95967827515907,1
71.68902021230187,23.524980761577805,1
73.10520724196715,23.090283247996545,1
74.52139427163243,22.655585734415283,1
75.93758130129771,22.22088822083402,1
77.35376833096298,21.786190707252757,1
78.76995536062826,21.351493193671494,1
80.18614239029354,20.91679568009023,1
81.6023294199588,20.48209816650897,1
83.01851644962409,20.047400652927706,1
84.43470347928935,19.612703139346443,1
